Jan 19, 2018 4:40:36 AM org.apache.karaf.main.Main launch
INFO: Installing and starting initial bundles
Jan 19, 2018 4:40:36 AM org.apache.karaf.main.Main launch
INFO: All initial bundles installed and set to start
Jan 19, 2018 4:40:36 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock /opt/opendaylight/lock
Jan 19, 2018 4:40:36 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
Jan 19, 2018 4:40:36 AM org.apache.karaf.main.Main$KarafLockCallback lockAquired
INFO: Lock acquired. Setting startlevel to 100
2018-01-19 04:40:37,322 | INFO  | Event Dispatcher | fileinstall                      | 7 - org.apache.felix.fileinstall - 3.5.2 | Creating configuration from org.apache.karaf.features.repos.cfg
2018-01-19 04:41:31,186 | INFO  | rint Extender: 1 | EntityOwnerUtils                 | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | registering for entity ownership for type elan
2018-01-19 04:41:31,186 | INFO  | rint Extender: 1 | EntityOwnerUtils                 | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | registered for entity ownership for type elan
2018-01-19 04:41:31,186 | INFO  | rint Extender: 1 | ElanServiceProvider              | 391 - org.opendaylight.netvirt.elanmanager-impl - 0.4.3.SNAPSHOT | Starting ElnaServiceProvider
2018-01-19 04:41:31,187 | INFO  | Event Dispatcher | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.statistics-impl/0.4.3.SNAPSHOT is waiting for dependencies [Initial app config StatisticsConfig]
2018-01-19 04:41:31,188 | INFO  | rint Extender: 1 | ElanServiceProvider              | 391 - org.opendaylight.netvirt.elanmanager-impl - 0.4.3.SNAPSHOT | ELAN service is set after L3VPN service in the Netvirt pipeline
2018-01-19 04:41:31,188 | INFO  | rint Extender: 2 | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.statistics-impl/0.4.3.SNAPSHOT is waiting for dependencies [Initial app config StatisticsConfig]
2018-01-19 04:41:31,189 | INFO  | rint Extender: 1 | IdManager                        | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | createIdPool called with input CreateIdPoolInput [_high=10000, _low=5000, _poolName=elan.ids.pool, augmentation=[]]
2018-01-19 04:41:31,189 | INFO  | rint Extender: 2 | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.statistics-impl/0.4.3.SNAPSHOT is waiting for dependencies [Initial app config StatisticsConfig]
2018-01-19 04:41:31,194 | INFO  | ult-dispatcher-3 | EntityOwnerUtils                 | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | entity ownership changed for elan
2018-01-19 04:41:31,194 | INFO  | ult-dispatcher-3 | EntityOwnerUtils                 | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | entity ownership change became owner for type elan
2018-01-19 04:41:31,197 | INFO  | Event Dispatcher | DluxModule                       | 283 - org.opendaylight.dlux.loader - 0.5.3.SNAPSHOT | Registering resources for url /src/common/layout
2018-01-19 04:41:31,197 | INFO  | Event Dispatcher | HttpServiceFactoryImpl           | 79 - org.ops4j.pax.web.pax-web-runtime - 3.2.9 | Binding bundle: [org.opendaylight.dlux.common.layout_0.5.3.SNAPSHOT [291]] to http service
2018-01-19 04:41:31,199 | INFO  | Event Dispatcher | DluxModule                       | 283 - org.opendaylight.dlux.loader - 0.5.3.SNAPSHOT | Registering angularJS and requireJs modules for layout
2018-01-19 04:41:31,203 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name interfaces.-1062728950 : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=6553, getEnd=13106, getStart=6554, augmentations={}}, getBlockSize=6553, getParentPoolName=interfaces, getPoolName=interfaces.-1062728950, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedIdEntries=[], getDelayedTimeSec=30, augmentations={}}, augmentations={}}
2018-01-19 04:41:31,204 | INFO  | Event Dispatcher | Main                             |  -  -  | Karaf started in 54s. Bundle stats: 399 active, 399 total
2018-01-19 04:41:31,216 | INFO  | rint Extender: 2 | CounterRetriever                 | 399 - org.opendaylight.netvirt.statistics-impl - 0.4.3.SNAPSHOT | CounterRetriever start
2018-01-19 04:41:31,217 | INFO  | rint Extender: 2 | StatisticsProvider               | 399 - org.opendaylight.netvirt.statistics-impl - 0.4.3.SNAPSHOT | StatisticsProvider start
2018-01-19 04:41:31,457 | INFO  | rint Extender: 3 | AclNodeListener                  | 393 - org.opendaylight.netvirt.aclservice-impl - 0.4.3.SNAPSHOT | AclserviceConfig: AclserviceConfig{getDefaultBehavior=Deny, getSecurityGroupDefaultHardTimeout=0, getSecurityGroupDefaultIdleTimeout=300, getSecurityGroupMode=Stateful, getSecurityGroupTcpFinHardTimeout=0, getSecurityGroupTcpFinIdleTimeout=300, getSecurityGroupTcpHardTimeout=0, getSecurityGroupTcpIdleTimeout=18000, getSecurityGroupUdpHardTimeout=0, getSecurityGroupUdpIdleTimeout=300, augmentations={}}
2018-01-19 04:41:31,458 | INFO  | rint Extender: 3 | AsyncDataTreeChangeListenerBase  | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,459 | INFO  | rint Extender: 3 | AclElanInterfaceListener         | 393 - org.opendaylight.netvirt.aclservice-impl - 0.4.3.SNAPSHOT | AclElanInterfaceListener start
2018-01-19 04:41:31,461 | INFO  | rint Extender: 3 | AsyncDataTreeChangeListenerBase  | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,461 | INFO  | rint Extender: 3 | AclEventListener                 | 393 - org.opendaylight.netvirt.aclservice-impl - 0.4.3.SNAPSHOT | AclEventListener start
2018-01-19 04:41:31,464 | INFO  | rint Extender: 2 | AsyncDataTreeChangeListenerBase  | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,467 | INFO  | rint Extender: 3 | AsyncDataTreeChangeListenerBase  | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,467 | INFO  | rint Extender: 3 | AclInterfaceListener             | 393 - org.opendaylight.netvirt.aclservice-impl - 0.4.3.SNAPSHOT | AclInterfaceListener start
2018-01-19 04:41:31,468 | INFO  | tAdminThread #20 | BlueprintBundleTracker           | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | Blueprint container for bundle org.opendaylight.dlux.common.layout_0.5.3.SNAPSHOT [291] was successfully created
2018-01-19 04:41:31,468 | INFO  | ntAdminThread #1 | BlueprintBundleTracker           | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | Blueprint container for bundle org.opendaylight.netvirt.statistics-impl_0.4.3.SNAPSHOT [399] was successfully created
2018-01-19 04:41:31,469 | INFO  | rint Extender: 3 | AsyncDataTreeChangeListenerBase  | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,469 | INFO  | rint Extender: 3 | AclInterfaceStateListener        | 393 - org.opendaylight.netvirt.aclservice-impl - 0.4.3.SNAPSHOT | AclInterfaceStateListener start
2018-01-19 04:41:31,471 | INFO  | rint Extender: 2 | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.policyservice-impl/0.4.3.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.netvirt.elanmanager.api.IElanBridgeManager), (objectClass=org.opendaylight.netvirt.elanmanager.api.IElanService), (objectClass=org.opendaylight.netvirt.vpnmanager.api.IVpnManager)]
2018-01-19 04:41:31,472 | INFO  | ntAdminThread #2 | BlueprintBundleTracker           | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | Blueprint container for bundle org.opendaylight.netvirt.aclservice-impl_0.4.3.SNAPSHOT [393] was successfully created
2018-01-19 04:41:31,477 | INFO  | rint Extender: 1 | L2gwServiceProvider              | 391 - org.opendaylight.netvirt.elanmanager-impl - 0.4.3.SNAPSHOT | Starting L2gwServiceProvider
2018-01-19 04:41:31,499 | INFO  | rint Extender: 1 | HAOpClusteredListener            | 391 - org.opendaylight.netvirt.elanmanager-impl - 0.4.3.SNAPSHOT | Registering HAOpClusteredListener
2018-01-19 04:41:31,502 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name ACL-ID-POOL : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=999, getEnd=10000, getStart=1, augmentations={}}, getBlockSize=999, getChildPools=[ChildPools{getChildPoolName=ACL-ID-POOL.-1062728948, getLastAccessTime=1516336891, augmentations={}}], getPoolName=ACL-ID-POOL, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedTimeSec=0, augmentations={}}, augmentations={}}
2018-01-19 04:41:31,503 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name ACL-ID-POOL.-1062728948 : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=0, getEnd=999, getStart=1, augmentations={}}, getBlockSize=999, getParentPoolName=ACL-ID-POOL, getPoolName=ACL-ID-POOL.-1062728948, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedIdEntries=[], getDelayedTimeSec=30, augmentations={}}, augmentations={}}
2018-01-19 04:41:31,503 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name elan.ids.pool : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=5499, getEnd=10000, getStart=5000, augmentations={}}, getBlockSize=500, getChildPools=[ChildPools{getChildPoolName=elan.ids.pool.-1062728948, getLastAccessTime=1516336891, augmentations={}}], getPoolName=elan.ids.pool, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedTimeSec=0, augmentations={}}, augmentations={}}
2018-01-19 04:41:31,503 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name elan.ids.pool.-1062728948 : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=4999, getEnd=5499, getStart=5000, augmentations={}}, getBlockSize=500, getParentPoolName=elan.ids.pool, getPoolName=elan.ids.pool.-1062728948, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedIdEntries=[], getDelayedTimeSec=30, augmentations={}}, augmentations={}}
2018-01-19 04:41:31,515 | INFO  | rint Extender: 1 | AsyncDataTreeChangeListenerBase  | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,523 | INFO  | rint Extender: 1 | AsyncDataTreeChangeListenerBase  | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,524 | INFO  | rint Extender: 1 | AsyncDataTreeChangeListenerBase  | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,526 | INFO  | rint Extender: 1 | AsyncDataTreeChangeListenerBase  | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,526 | INFO  | rint Extender: 1 | AsyncDataTreeChangeListenerBase  | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,528 | INFO  | rint Extender: 1 | AsyncDataTreeChangeListenerBase  | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,529 | INFO  | rint Extender: 1 | AsyncDataTreeChangeListenerBase  | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,531 | INFO  | rint Extender: 1 | AsyncDataTreeChangeListenerBase  | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,531 | INFO  | rint Extender: 1 | AsyncDataTreeChangeListenerBase  | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,534 | INFO  | rint Extender: 1 | AsyncDataTreeChangeListenerBase  | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,535 | INFO  | rint Extender: 1 | AsyncDataTreeChangeListenerBase  | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,535 | INFO  | rint Extender: 1 | AsyncDataTreeChangeListenerBase  | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,537 | INFO  | rint Extender: 1 | steredDataTreeChangeListenerBase | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncClusteredDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,539 | INFO  | rint Extender: 1 | AsyncDataTreeChangeListenerBase  | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,541 | INFO  | rint Extender: 1 | HAOpNodeListener                 | 391 - org.opendaylight.netvirt.elanmanager-impl - 0.4.3.SNAPSHOT | Registering HwvtepDataChangeListener for operational nodes
2018-01-19 04:41:31,543 | INFO  | rint Extender: 1 | steredDataTreeChangeListenerBase | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncClusteredDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,543 | INFO  | rint Extender: 1 | ResourceBatchingManager          | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: ResourceBatchingManager
2018-01-19 04:41:31,543 | INFO  | rint Extender: 1 | ResourceBatchingManager          | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | Registered resourceType CONFIG_TOPOLOGY with batchSize 1000 and batchInterval 500
2018-01-19 04:41:31,543 | INFO  | rint Extender: 1 | ResourceBatchingManager          | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: ResourceBatchingManager
2018-01-19 04:41:31,544 | INFO  | rint Extender: 1 | ResourceBatchingManager          | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | Registered resourceType OPERATIONAL_TOPOLOGY with batchSize 1000 and batchInterval 500
2018-01-19 04:41:31,544 | INFO  | rint Extender: 1 | ResourceBatchingManager          | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: ResourceBatchingManager
2018-01-19 04:41:31,544 | INFO  | rint Extender: 1 | ResourceBatchingManager          | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | Registered resourceType CONFIG_INVENTORY with batchSize 1000 and batchInterval 500
2018-01-19 04:41:31,544 | INFO  | rint Extender: 1 | ResourceBatchingManager          | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: ResourceBatchingManager
2018-01-19 04:41:31,544 | INFO  | rint Extender: 1 | ResourceBatchingManager          | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | Registered resourceType OPERATIONAL_INVENTORY with batchSize 1000 and batchInterval 500
2018-01-19 04:41:31,547 | INFO  | rint Extender: 1 | steredDataTreeChangeListenerBase | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncClusteredDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,548 | INFO  | rint Extender: 1 | AsyncDataTreeChangeListenerBase  | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,551 | INFO  | rint Extender: 1 | AsyncDataTreeChangeListenerBase  | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,552 | INFO  | rint Extender: 1 | AsyncDataTreeChangeListenerBase  | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,552 | INFO  | rint Extender: 1 | ElanInterfaceConfigListener      | 391 - org.opendaylight.netvirt.elanmanager-impl - 0.4.3.SNAPSHOT | ElanInterfaceConfigListener init
2018-01-19 04:41:31,553 | INFO  | rint Extender: 1 | steredDataTreeChangeListenerBase | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncClusteredDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,554 | INFO  | rint Extender: 1 | AsyncDataTreeChangeListenerBase  | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,556 | INFO  | rint Extender: 1 | steredDataTreeChangeListenerBase | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncClusteredDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,557 | INFO  | rint Extender: 1 | steredDataTreeChangeListenerBase | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncClusteredDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,563 | INFO  | rint Extender: 1 | AsyncDataTreeChangeListenerBase  | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,564 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name Itmservices.-1062728950 : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=9999, getEnd=19998, getStart=10000, augmentations={}}, getBlockSize=9999, getParentPoolName=Itmservices, getPoolName=Itmservices.-1062728950, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedIdEntries=[], getDelayedTimeSec=30, augmentations={}}, augmentations={}}
